category	author	title	type	collection	year	course
Optional	"[{:family=>""Park"", :given=>""Sang-I.I.""}, {:family=>""Quate"", :given=>""C.F.""}]"	Tunneling Microscopy of Graphite in Air	article-journal	Applied Physics Letters	1986-01-13	144
Optional	"[{:family=>""Hamley"", :given=>""I.W.""}]"	Nanostructure Fabrication Using Block Copolymers	article-journal	Nanotechnology	2003	144
Optional	"[{:family=>""Bower"", :given=>""Chris""}, {:family=>""Zhu"", :given=>""Wei""}, {:family=>""Jin"", :given=>""Sungho""}, {:family=>""Zhou"", :given=>""Otto""}]"	Plasma-induced Alignment of Carbon Nanotubes	article-journal	Applied Physics Letters	2000-08-07	144
Optional	"[{:family=>""Kim"", :given=>""S.""}, {:family=>""Barbastathis"", :given=>""G.""}, {:family=>""Tuller"", :given=>""H.L.""}]"	MEMS for Optical Functionality	article-journal	Journal of Electroceramics	2004	144
Optional	"[{:family=>""Hierold"", :given=>""Christofer""}]"	From Micro- to Nanosystems: Mechanical Sensors go Nano	article-journal	Journal of Micromechanics and Microengineering	2004	144
Optional	"[{:family=>""Thurn-Albrecht"", :given=>""T.""}, {:family=>""Schotter"", :given=>""J.""}, {:family=>""Kästle"", :given=>""G.A.""}, {:family=>""Emley"", :given=>""N.""}, {:family=>""Shibauchi"", :given=>""T.""}, {:family=>""Krusin-Elbaum"", :given=>""L.""}, {:family=>""Guarini"", :given=>""K.""}, {:family=>""Black"", :given=>""C.T.""}, {:family=>""Tuominen"", :given=>""M.T.""}, {:family=>""Russell"", :given=>""T.P.""}]"	Ultrahigh-Density Nanowire Arrays Grown in Self-Assembled Diblock Copolymer Templates	article-journal	Science	2000-12-15	144
Optional	"[{:family=>""Chung"", :given=>""Jaehyun""}, {:family=>""Lee"", :given=>""Kyong-Hoon""}, {:family=>""Lee"", :given=>""Junghoon""}, {:family=>""Ruoff"", :given=>""Rodney S.""}]"	Toward Large-Scale Integration of Carbon Nanotubes	article-journal	Langmuir	2004	144
Optional	"[{:family=>""DeVoe"", :given=>""Don L.""}, {:family=>""Pisano"", :given=>""Albert P.""}]"	Modeling and Optimal Design of Piezoelectric Cantilever Microactuators	article-journal	Journal of Microelectromechanical Systems	1997-09	144
Optional		Rice Refining Production of Pure Nanotube Fibers				144
Optional	"[{:family=>""Roundy"", :given=>""Shad""}, {:family=>""Wright"", :given=>""Paul K.""}, {:family=>""Rabaey"", :given=>""Jan""}]"	A Study of Low Level Vibrations as a Power Source for Wireless Sensor Nodes	article-journal	Computer Communications	2003	144
Optional	"[{:family=>""Lyshevski"", :given=>""Marina Alexandra""}]"	Brownian Motor Analysis and its Application to Nanosystems	chapter	MPZ: Nanotechnology: biological systems and applications	2002-08-26	144
Optional	"[{:family=>""Gao"", :given=>""Wei""}, {:family=>""Hocken"", :given=>""Robert J.""}, {:family=>""Patten"", :given=>""John A.""}, {:family=>""Lovingood"", :given=>""John""}, {:family=>""Lucca"", :given=>""Don A.""}]"	Construction and Testing of a Nanomachining Instrument	article-journal	Precision Engineering - Journal of the International Societies for Precision Engineering and Nanotechnology	2000	144
Optional	"[{:family=>""Sitti"", :given=>""Metin""}, {:family=>""Aruk"", :given=>""Baris""}, {:family=>""Shintani"", :given=>""Hiroaki""}, {:family=>""Hashimoto"", :given=>""Hideki""}]"	Development of a Scaled Teleoperation System for Nano Scale Interaction and Manipulation	paper-conference	Proceedings of the 2001 IEEE International Conference on Robotics and Automation	May 21-26	144
Optional	"[{:family=>""Barbastathis"", :given=>""George""}, {:family=>""In"", :given=>""Hyun Jin""}, {:family=>""Arora"", :given=>""Will""}, {:family=>""Buchner"", :given=>""Tilman""}, {:family=>""Smith"", :given=>""Henry I.""}]"	The Nanostructured OrigamiTM 3D Fabrication and Assembly Process				144
Optional	"[{:family=>""Boukallel"", :given=>""Mehdi""}, {:family=>""Piat"", :given=>""Emmanuel""}, {:family=>""Abadie"", :given=>""Joël""}]"	Passive Diamagnetic Levitation: Theoretical Foundations and Application to the Design of a Micro-nano Force Sensor	paper-conference	Proceedings of the 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems	2003-10	144
Optional	"[{:family=>""Gao"", :given=>""Wei""}, {:family=>""Araki"", :given=>""Takeshi""}, {:family=>""Kiyono"", :given=>""Satoshi""}, {:family=>""Okazaki"", :given=>""Yuichi""}, {:family=>""Yamanaka"", :given=>""Masashi""}]"	Precision Nano-fabrication and Evaluation of a Large Area Sinusoidal Grid Surface for a Surface Encoder	article-journal	Precision Engineering	2003	144
Optional	"[{:family=>""Sato"", :given=>""Kaiji""}, {:family=>""Ito"", :given=>""Kentaro""}, {:family=>""Hata"", :given=>""Seiichi""}, {:family=>""Shimokohbe"", :given=>""Akira""}]"	Self-alignment of Microparts Using Liquid Surface Tension-behavior of Micropart and Alignment Characteristics	article-journal	Precision Engineering	2003	144
Optional	"[{:family=>""Lyshevski"", :given=>""Sergey Edward""}]"	Synthesis and Analysis of Induction Nanomachines	article-journal	Nanotechnology	2003	144
Optional	"[{:family=>""Sitti"", :given=>""Metin""}, {:family=>""Fearing"", :given=>""Ronald S.""}]"	Synthetic Gecko Foot-Hair Micro/Nano-Structures for Future Wall-Climbing Robots	paper-conference	Proceedings of the 2003 IEEE International Conference on Robotics and Automation	September 14-19	144
Optional	"[{:family=>""Dubey"", :given=>""A.""}, {:family=>""Mavroidis"", :given=>""C.""}, {:family=>""Thornton"", :given=>""A.""}, {:family=>""Nikitczuk"", :given=>""K.""}, {:family=>""Yarmush"", :given=>""M.L.""}]"	Viral Protein Linear (VPL) Nano-Actuators	article-journal	Nanotech	2004	144
Optional	"[{:family=>""Monden"", :given=>""Yasuhiro""}]"	Toyota Production System: Practical Approach to Production Management	article-journal	Industrial Engineering and Management Press	1983	150
Optional	"[{:family=>""Gershwin"", :given=>""Stanley B.""}]"	Manufacturing Systems Engineering			1993	150
Optional	"[{:family=>""Viswanadham"", :given=>""N.""}, {:family=>""Narahari"", :given=>""Y.""}]"	Performance Modeling of Automated Manufacturing Systems			1994	150
Optional	"[{:family=>""Buzacott"", :given=>""John A.""}, {:family=>""Shanthikumar"", :given=>""J.George""}]"	Stochastic Models of Manufacturing Systems			1993	150
Optional	"[{:family=>""Askin"", :given=>""Ronald G.""}, {:family=>""Standridge"", :given=>""Charles R.""}]"	Modeling and Analysis of Manufacturing Systems			1993	150
Optional	"[{:family=>""Tempelmeier"", :given=>""Horst""}, {:family=>""Kuhn"", :given=>""Heinrich""}]"	Flexible Manufacturing Systems: Decision Support for Design and Operation			1993	150
Optional	"[{:family=>""Papadopoulos"", :given=>""H.T.""}, {:family=>""Heavey"", :given=>""C.""}, {:family=>""Browne"", :given=>""J.""}]"	Queueing Theory in Manufacturing Systems Analysis and Design			1993	150
Optional	"[{:family=>""Altiok"", :given=>""Tayfur""}]"	Performance Analysis of Manufacturing Systems	book		1997	150
Optional	"[{:family=>""Hopp"", :given=>""Wallace J.""}, {:family=>""Spearman"", :given=>""Mark L.""}]"	Factory Physics: Foundations of Manufacturing Management			2011	150
Optional	"[{:family=>""A."", :given=>""Dolgui""}, {:family=>""Proth"", :given=>""J.M.""}]"	Les systèmes de production modernes. Tome 1 : Conception			2006	150
Optional	"[{:family=>""A."", :given=>""Dolgui""}, {:family=>""Proth"", :given=>""J.M.""}]"	Les systèmes de production modernes. Tome 2 : Outils et corrigés des exercices coll finance gestion managem	article-journal	Hermes Science	2006	150
Optional	"[{:family=>""Li"", :given=>""Jingshan""}, {:family=>""Meerkov"", :given=>""Semyon M.""}]"	Production Systems Engineering			2008	150
Optional	"[{:family=>""Goldratt"", :given=>""Eliyahu M.""}, {:family=>""Cox"", :given=>""Jeff""}]"	The Goal: A Process of Ongoing Improvement			2014	150
Optional	"[{:family=>""Drake"", :given=>""Alvin W.""}]"	Fundamentals of Applied Probability Theory			1967	150
Optional	"[{:family=>""Ross"", :given=>""Sheldon M.""}]"	Introduction to Probability and Statistics for Engineers and Scientists			1987	150
Optional	"[{:family=>""Hillier"", :given=>""Frederick S.""}, {:family=>""Lieberman"", :given=>""G.J.""}]"	Introduction to Stochastic Models in Operations Research			1990	150
Optional	"[{:family=>""Kleinrock"", :given=>""Leonard""}]"	Queueing Systems			1975	150
Optional	"[{:family=>""Chen"", :given=>""Hong""}, {:family=>""Yao"", :given=>""David D.""}]"	Fundamentals of Queueing Networks: Performance			2001	150
Optional	"[{:family=>""McLain"", :given=>""John O.""}, {:family=>""Thomas"", :given=>""L.Joseph""}]"	Operations Management: Production of Goods and Services			1985	150
Optional	"[{:family=>""Box"", :given=>""George E.P.""}, {:family=>""Hunter"", :given=>""William G.""}, {:family=>""Hunter"", :given=>""J.Stuart""}]"	Statistics for Experimenters: An Introduction to Design			1978	150
Optional	"[{:family=>""Pankratz"", :given=>""Alan""}]"	Forecasting with Dynamic Regression Models			1991	150
Optional	"[{:family=>""Hillier"", :given=>""Frederick S.""}, {:family=>""Lieberman"", :given=>""Gerald J.""}]"	Introduction to Mathematical Programming (MAC	article-journal	McGraw-Hill Science / Engineering / Math	1995	150
Optional	"[{:family=>""Luenberger"", :given=>""David G.""}]"	Introduction to Linear and Nonlinear Programming			1973	150
Optional	"[{:family=>""Law"", :given=>""Averill M.""}, {:family=>""Kelton"", :given=>""D.""}]"	Simulation Modeling and Analysis			2014	150
Optional	"[{:family=>""Denardo"", :given=>""Eric V.""}]"	The Science of Decision Making: A Problem-Based Approach Using Excel	article-journal	Wiley	2001	150
Optional	"[{:family=>""Luenberger"", :given=>""David G.""}]"	Introduction to Dynamic Systems: Theory			1979	150
Required	"[{:family=>""Poirier"", :given=>""D.R.""}, {:family=>""Geiger"", :given=>""G.H.""}]"	Transport Phenomena in Materials Processing			1998	178
Required	"[{:family=>""Bergman"", :given=>""Theodore L.""}, {:family=>""Lavine"", :given=>""Adrienne S.""}, {:others=>true}]"	Introduction to Heat Transfer			2011	178
Required	"[{:family=>""Kou"", :given=>""Sindo""}]"	Transport Phenomena and Materials Processing			1996	178
Required	"[{:family=>""Flemings"", :given=>""Merton C.""}]"	Solidification Processing			1974	178
Required	"[{:family=>""Carslaw"", :given=>""H.S.""}, {:family=>""Jaeger"", :given=>""J.C.""}]"	Conduction of Heat in Solids			1959	178
Required	"[{:family=>""Pilkington"", :given=>""L.A.B.""}]"	The Float Glass Process	article-journal	Proceedings of the Royal Society of London	1969	178
Required	"[{:family=>""Reed"", :given=>""James S.""}]"	Deflocculants and Coagulants	chapter	Chapter 10 in Principles of Ceramics Processing	1995	178
Optional		Guide for Building and Classing Floating Production Installations	book		2010	86
Optional		Guide for ‘Dynamic Loading Approach’ for Floating Production	book		2010	86
Optional		Sections 5.1 to 5.4 of “Common Structural Rules for Double Hull Oil Tankers	book		2010	86
Optional	"[{:family=>""Organization"", :given=>""International Maritime""}]"	Regulation 22 from MARPOL Consolidated Edition	article-journal	International Maritime Organization	2006	86
Optional	"[{:given=>""Offshore-Technologycom""}]"	Elf exploration field – Girassol			2011	86
Optional	"[{:family=>""Doumont"", :given=>""Jean-Luc""}]"	Part Four	article-journal	Trees	2009	86
Optional		Principles of Naval Architecture			1988	86
Optional	"[{:family=>""Paik"", :given=>""Jeom Kee""}, {:family=>""Kumar"", :given=>""Anil""}]"	Ship-shaped Offshore Installations: Design			2007	86
Optional	"[{:family=>""Faltinsen"", :given=>""O.M.""}]"	Sea Loads on Ships and Offshore Structures			1993	86
Optional	"[{:family=>""Gillmer"", :given=>""T.C.""}, {:family=>""Johnson"", :given=>""Bruce""}]"	Introduction to Naval Architecture			1982	86
Optional	"[{:family=>""Lamb"", :given=>""Thomas""}]"	Chapter 30 in Ship Design and Construction			2003	86
Optional	"[{:family=>""Terpstra"", :given=>""T.""}, {:family=>""d’Hautefeuille"", :given=>""B.B.""}, {:family=>""MacMillan"", :given=>""A.A.""}]"	FPSO Design and Conversion: A Designer’s Approach	paper-conference	Offshore Technology Conference	2001	86
Required	"[{:family=>""White"", :given=>""Frank M.""}]"	Fluid Mechanics			2010	92
Required	"[{:family=>""Ratner"", :given=>""Buddy D.""}, {:others=>true}]"	Biomaterials Science: An Introduction to Materials in Medicine			2004	179
Required	"[{:family=>""Whitesides"", :given=>""G.M.""}, {:family=>""Wong"", :given=>""A.P.""}]"	The Intersection of Biology and Materials Science	article-journal	MRS Bulletin	2006	179
Required	"[{:family=>""Jacobs"", :given=>""J.J.""}, {:family=>""Gilbert"", :given=>""J.L.""}, {:family=>""Urban"", :given=>""R.M.""}]"	Corrosion of Metal Orthopaedic Implants	article-journal	Journal of Bone and Joint Surgery	1998	179
Required	"[{:family=>""Ikada"", :given=>""Y.""}, {:family=>""Tsuji"", :given=>""H.""}]"	Biodegradable Polyesters for Medical and Ecological Applications	article-journal	Macromolecular Rapid Communications	2000	179
Required	"[{:family=>""Marazuela"", :given=>""M.D.""}, {:family=>""Moreno-Bondi"", :given=>""M.C.""}]"	Fiber-optic Biosensors - An Overview	article-journal	Analytical and Bioanalytical Chemistry	2002	179
Required	"[{:family=>""Duncan"", :given=>""Ruth""}]"	The Dawning Era of Polymer Therapeutics	article-journal	Nature Reviews Drug Discovery	2003	179
Optional	"[{:family=>""Baruh"", :given=>""H.""}]"	Analytical Dynamics			1998	87
Optional	"[{:family=>""Ginsberg"", :given=>""J.H.""}]"	Advanced Engineering Dynamics			1995	87
Optional	"[{:literal=>""Crandall, S. H., D. C. Karnopp, E. F. Kurtz, Jr., and D. C. Pridmore-Brown.""}]"	Dynamics of Mechanical and Electromechanical Systems			1982	87
Optional	"[{:family=>""Moon"", :given=>""F.C.""}]"	Applied Dynamics			1998	87
Optional	"[{:family=>""Greenwood"", :given=>""D.T.""}]"	Classical Dynamics			1997	87
Optional	"[{:family=>""Greenwood"", :given=>""D.T.""}]"	Principles of Dynamics			1987	87
Optional	"[{:family=>""Goldstein"", :given=>""H.""}]"	Classical Mechanics	book		1959	87
Optional	"[{:family=>""Hartog"", :given=>""J.P.Den""}]"	Mechanics	book		1961	87
Optional	"[{:family=>""Marion"", :given=>""J.B.""}]"	Classical Dynamics of Particles and Systems	book		1970	87
Optional	"[{:family=>""Landau"", :given=>""L.D.""}, {:family=>""Lifshitz"", :given=>""E.M.""}]"	Mechanics	book		1976	87
Optional	"[{:family=>""Williams"", :given=>""J.H."", :suffix=>""Jr""}]"	Fundamentals of Applied Dynamics	book		1996	87
Optional	"[{:family=>""Hartog"", :given=>""J.P.Den""}]"	Mechanical Vibrations	book		1956	87
Optional	"[{:family=>""Meirovitch"", :given=>""L.""}]"	Elements of Vibration Analysis	book		1975	87
Optional	"[{:family=>""Meirovitch"", :given=>""L.""}]"	Analytical Methods in Vibrations	book		1967	87
Optional	"[{:family=>""Pippard"", :given=>""A.B.""}]"	Response and Stability	book		1985	87
Optional	"[{:family=>""Nayfeh"", :given=>""A.H.""}, {:family=>""Mook"", :given=>""D.T.""}]"	Nonlinear Oscillations	book		1979	87
Optional	"[{:family=>""Strogatz"", :given=>""S.H.""}]"	Nonlinear Dynamics and Chaos	book		1994	87
Required	"[{:family=>""Whitney"", :given=>""Daniel E.""}]"	Mechanical Assemblies: Their Design			2004	151
Required	"[{:family=>""Yannas"", :given=>""I.V.""}]"	Tissue and Organ Regeneration in Adults			2001	145
Required	"[{:family=>""Langer"", :given=>""Robert""}, {:family=>""Vacanti"", :given=>""Joseph P.""}]"	Tissue Engineering	article-journal	Science	1993-05-14	145
Required	"[{:family=>""Yannas"", :given=>""I.V.""}, {:others=>true}]"	Wound Tissue Can Utilize a Polymeric Template to Synthesize a Functional Extension of Skin	article-journal	Science	1982-01-08	145
Required	"[{:family=>""Spector"", :given=>""Myron""}]"	Biomaterials.” Chapter 19 in Plastic Surgery			2000	145
